ID,MAIN_NAME,AIRPORT_NAME,SITE_ORIGIN_NAME,SITE_ORIGIN_GEOLOCATION__LONGITUDE__S,SITE_ORIGIN_GEOLOCATION__LATITUDE__S,ORIGIN_SITE_SERVICES__C,ORIGIN_SITE_TYPE__C,SITE_DESTINATION_NAME,SITE_DESTINATION_GEOLOCATION__LONGITUDE__S,SITE_DESTINATION_GEOLOCATION__LATITUDE__S,DESTINATION_SITE_SERVICES__C,DESTINATION_SITE_TYPE__C,DISTANCE_MILES__C,DISTANCE_KM__C
c48b2a5d1c154ac5a0,BAD397,BAD,BAD399,-93.85141941,32.52194473,ENG;PRT;FUL,US-LA,BAD398,-93.77401473,32.45468248,ENG;PRT;FUL,US-LA,6.476779106899806,10.423368819754714
20ba3ca54dda415883,BAD397,BAD,BAD399,-93.85141941,32.52194473,ENG;PRT;FUL,US-LA,BAD397,-93.66269684,32.50180054,ENG;PRT;FUL,US-LA,11.083656818959764,17.837422118122287
f10eeacad88444649d,BAD397,BAD,BAD398,-93.77401473,32.45468248,ENG;PRT;FUL,US-LA,BAD399,-93.85141941,32.52194473,ENG;PRT;FUL,US-LA,6.476779106899806,10.423368819754714
3e63c1bf05f44b2ba5,BAD397,BAD,BAD398,-93.77401473,32.45468248,ENG;PRT;FUL,US-LA,BAD397,-93.66269684,32.50180054,ENG;PRT;FUL,US-LA,7.259297560279037,11.682710587199976
d34093f566a844748e,BAD397,BAD,BAD397,-93.66269684,32.50180054,ENG;PRT;FUL,US-LA,BAD399,-93.85141941,32.52194473,ENG;PRT;FUL,US-LA,11.083656818959764,17.837422118122287
c1ea07ed71e94e7db3,BAD397,BAD,BAD397,-93.66269684,32.50180054,ENG;PRT;FUL,US-LA,BAD398,-93.77401473,32.45468248,ENG;PRT;FUL,US-LA,7.259297560279037,11.682710587199976
bae7eba439bf4e31a5,SAN278,SAN,SAN280,-117.22979679999999,32.8990668,ENG;PRT;FUL,US-CA,SAN278,-117.1900024,32.73360062,ENG;PRT;FUL,US-CA,11.663787729142491,18.771052606482264
051f00588461459d8d,SAN278,SAN,SAN280,-117.22979679999999,32.8990668,ENG;PRT;FUL,US-CA,SAN279,-117.2123905,32.86406915,ENG;PRT;FUL,US-CA,2.62055250517151,4.217371755636343
375406c684964cf1a3,SAN278,SAN,SAN278,-117.1900024,32.73360062,ENG;PRT;FUL,US-CA,SAN280,-117.22979679999999,32.8990668,ENG;PRT;FUL,US-CA,11.663787729142491,18.771052606482264
2033a7d8e54b48d881,SAN278,SAN,SAN278,-117.1900024,32.73360062,ENG;PRT;FUL,US-CA,SAN279,-117.2123905,32.86406915,ENG;PRT;FUL,US-CA,9.10779449887982,14.657578964708394
1f96a57d8b11458d93,SAN278,SAN,SAN279,-117.2123905,32.86406915,ENG;PRT;FUL,US-CA,SAN280,-117.22979679999999,32.8990668,ENG;PRT;FUL,US-CA,2.62055250517151,4.217371755636343
56e11118c89447f6ad,SAN278,SAN,SAN279,-117.2123905,32.86406915,ENG;PRT;FUL,US-CA,SAN278,-117.1900024,32.73360062,ENG;PRT;FUL,US-CA,9.10779449887982,14.657578964708394
88eed62a37cd41cfa6,HOU112,HOU,HOU114,-95.13040600000001,29.66744329,ENG;PRT;FUL,US-TX,HOU112,-95.27890015,29.64539909,ENG;PRT;FUL,US-TX,9.045139840585195,14.556746035114601
9950c768f1bc4444ab,HOU112,HOU,HOU114,-95.13040600000001,29.66744329,ENG;PRT;FUL,US-TX,HOU113,-95.15689552,29.78657373,ENG;PRT;FUL,US-TX,8.383161842818959,13.491395386683573
350b6f1c500341faa4,HOU112,HOU,HOU112,-95.27890015,29.64539909,ENG;PRT;FUL,US-TX,HOU114,-95.13040600000001,29.66744329,ENG;PRT;FUL,US-TX,9.045139840585195,14.556746035114601
4db6c85d901e47d4b6,HOU112,HOU,HOU112,-95.27890015,29.64539909,ENG;PRT;FUL,US-TX,HOU113,-95.15689552,29.78657373,ENG;PRT;FUL,US-TX,12.196060057659485,19.62766214976155
b6c61fd01415417f92,HOU112,HOU,HOU113,-95.15689552,29.78657373,ENG;PRT;FUL,US-TX,HOU114,-95.13040600000001,29.66744329,ENG;PRT;FUL,US-TX,8.383161842818959,13.491395386683573
d5d531df69bd4eadbf,HOU112,HOU,HOU113,-95.15689552,29.78657373,ENG;PRT;FUL,US-TX,HOU112,-95.27890015,29.64539909,ENG;PRT;FUL,US-TX,12.196060057659485,19.62766214976155
7113ab2b276c4ebeb2,OKC159,OKC,OKC159,-97.60070038,35.39310074,ENG;PRT;FUL,US-OK,OKC160,-97.56531163,35.6130393,ENG;PRT;FUL,US-OK,15.326095510234255,24.664967483571417
c3502764d8344b7a80,OKC159,OKC,OKC159,-97.60070038,35.39310074,ENG;PRT;FUL,US-OK,OKC161,-97.67244318,35.48902783,ENG;PRT;FUL,US-OK,7.761357959499662,12.490698728295435
c7f53412603849659f,OKC159,OKC,OKC160,-97.56531163,35.6130393,ENG;PRT;FUL,US-OK,OKC159,-97.60070038,35.39310074,ENG;PRT;FUL,US-OK,15.326095510234255,24.664967483571417
b354e024c04c4e6592,OKC159,OKC,OKC160,-97.56531163,35.6130393,ENG;PRT;FUL,US-OK,OKC161,-97.67244318,35.48902783,ENG;PRT;FUL,US-OK,10.473061671175353,16.85476417659555
9cb0b01dda144eeea2,OKC159,OKC,OKC161,-97.67244318,35.48902783,ENG;PRT;FUL,US-OK,OKC159,-97.60070038,35.39310074,ENG;PRT;FUL,US-OK,7.761357959499662,12.490698728295435
c37b43b910184946af,OKC159,OKC,OKC161,-97.67244318,35.48902783,ENG;PRT;FUL,US-OK,OKC160,-97.56531163,35.6130393,ENG;PRT;FUL,US-OK,10.473061671175353,16.85476417659555
a9cf9850fb774955ac,AVL118,AVL,AVL120,-82.66086446,35.50782888,ENG;PRT;FUL,US-NC,AVL119,-82.86820718,35.67094681,ENG;PRT;FUL,US-NC,16.20936861832693,26.08645820021683
79bc06d0330e4dcfa7,AVL118,AVL,AVL120,-82.66086446,35.50782888,ENG;PRT;FUL,US-NC,AVL118,-82.54180145,35.43619919,ENG;PRT;FUL,US-NC,8.329392217767063,13.40486153645256
051f51c6335342ecaf,AVL118,AVL,AVL119,-82.86820718,35.67094681,ENG;PRT;FUL,US-NC,AVL120,-82.66086446,35.50782888,ENG;PRT;FUL,US-NC,16.20936861832693,26.08645820021683
c1630918518d4c16b6,AVL118,AVL,AVL119,-82.86820718,35.67094681,ENG;PRT;FUL,US-NC,AVL118,-82.54180145,35.43619919,ENG;PRT;FUL,US-NC,24.489203709210766,39.4115652471885
d9f54a6c7fc549c2a6,AVL118,AVL,AVL118,-82.54180145,35.43619919,ENG;PRT;FUL,US-NC,AVL120,-82.66086446,35.50782888,ENG;PRT;FUL,US-NC,8.329392217767063,13.40486153645256
b61ac49b3e30482999,AVL118,AVL,AVL118,-82.54180145,35.43619919,ENG;PRT;FUL,US-NC,AVL119,-82.86820718,35.67094681,ENG;PRT;FUL,US-NC,24.489203709210766,39.4115652471885
c5baacb625c3485b8e,ORF94,ORF,ORF94,-76.20120239,36.89459991,ENG;PRT;FUL,US-VA,ORF95,-76.00188546,36.75127411,ENG;PRT;FUL,US-VA,14.818689208583677,23.848375943814045
e12f2a4be8114fd9b0,ORF94,ORF,ORF94,-76.20120239,36.89459991,ENG;PRT;FUL,US-VA,ORF96,-76.45888484,36.79713344,ENG;PRT;FUL,US-VA,15.759112847383115,25.361841552604023
f49e4ae3659e427c9e,ORF94,ORF,ORF95,-76.00188546,36.75127411,ENG;PRT;FUL,US-VA,ORF94,-76.20120239,36.89459991,ENG;PRT;FUL,US-VA,14.818689208583677,23.848375943814045
e3e80039c13e40aeab,ORF94,ORF,ORF95,-76.00188546,36.75127411,ENG;PRT;FUL,US-VA,ORF96,-76.45888484,36.79713344,ENG;PRT;FUL,US-VA,25.489763797197266,41.02181111960047
b8a31c9313a240fb8e,ORF94,ORF,ORF96,-76.45888484,36.79713344,ENG;PRT;FUL,US-VA,ORF94,-76.20120239,36.89459991,ENG;PRT;FUL,US-VA,15.759112847383115,25.361841552604023
8180f88984484b6382,ORF94,ORF,ORF96,-76.45888484,36.79713344,ENG;PRT;FUL,US-VA,ORF95,-76.00188546,36.75127411,ENG;PRT;FUL,US-VA,25.489763797197266,41.02181111960047
94d15bde98dc4168b5,DAL360,DAL,DAL360,-96.851799,32.847099,ENG;PRT;FUL,US-TX,DAL362,-96.71796144,32.86392069,ENG;PRT;FUL,US-TX,7.854564677287669,12.640700446734188
8cc869ae07634e56a8,DAL360,DAL,DAL360,-96.851799,32.847099,ENG;PRT;FUL,US-TX,DAL361,-96.86555522,32.591550399999996,ENG;PRT;FUL,US-TX,17.674795090120025,28.444834229663154
e38c9e40351b4165b0,DAL360,DAL,DAL362,-96.71796144,32.86392069,ENG;PRT;FUL,US-TX,DAL360,-96.851799,32.847099,ENG;PRT;FUL,US-TX,7.854564677287669,12.640700446734188
065d321172f0401182,DAL360,DAL,DAL362,-96.71796144,32.86392069,ENG;PRT;FUL,US-TX,DAL361,-96.86555522,32.591550399999996,ENG;PRT;FUL,US-TX,20.682107437998106,33.28463581016511
a2f2d19cefc3406ab3,DAL360,DAL,DAL361,-96.86555522,32.591550399999996,ENG;PRT;FUL,US-TX,DAL360,-96.851799,32.847099,ENG;PRT;FUL,US-TX,17.674795090120025,28.444834229663154
6cd0bde744b745c09c,DAL360,DAL,DAL361,-96.86555522,32.591550399999996,ENG;PRT;FUL,US-TX,DAL362,-96.71796144,32.86392069,ENG;PRT;FUL,US-TX,20.682107437998106,33.28463581016511
94fa3d3939be438380,BGR143,BGR,BGR144,-68.70141756,45.13231232,ENG;PRT;FUL,US-ME,BGR143,-68.82810211,44.80739975,ENG;PRT;FUL,US-ME,23.2877254177994,37.47797276956826
3e5cb8ee495d4333b8,BGR143,BGR,BGR144,-68.70141756,45.13231232,ENG;PRT;FUL,US-ME,BGR145,-68.74366733,45.43860958,ENG;PRT;FUL,US-ME,21.262517432628524,34.21871544154543
860660cece63428bba,BGR143,BGR,BGR143,-68.82810211,44.80739975,ENG;PRT;FUL,US-ME,BGR144,-68.70141756,45.13231232,ENG;PRT;FUL,US-ME,23.2877254177994,37.47797276956826
25a4e121276a4feea3,BGR143,BGR,BGR143,-68.82810211,44.80739975,ENG;PRT;FUL,US-ME,BGR145,-68.74366733,45.43860958,ENG;PRT;FUL,US-ME,43.806190090940824,70.49925099649134
746a85e46cc3422da5,BGR143,BGR,BGR145,-68.74366733,45.43860958,ENG;PRT;FUL,US-ME,BGR144,-68.70141756,45.13231232,ENG;PRT;FUL,US-ME,21.262517432628524,34.21871544154543
e4461efe7f51409186,BGR143,BGR,BGR145,-68.74366733,45.43860958,ENG;PRT;FUL,US-ME,BGR143,-68.82810211,44.80739975,ENG;PRT;FUL,US-ME,43.806190090940824,70.49925099649134
1eda44c55aea459bb9,DYS394,DYS,DYS396,-100.2435677,32.39497313,ENG;PRT;FUL,US-TX,DYS394,-99.854599,32.42079926,ENG;PRT;FUL,US-TX,22.759488849346095,36.62785815454229
5aa46dba35bf4e41a6,DYS394,DYS,DYS396,-100.2435677,32.39497313,ENG;PRT;FUL,US-TX,DYS395,-99.94803012,32.32669271,ENG;PRT;FUL,US-TX,17.88191581664373,28.778162831293592
0838328f37514f38b7,DYS394,DYS,DYS394,-99.854599,32.42079926,ENG;PRT;FUL,US-TX,DYS396,-100.2435677,32.39497313,ENG;PRT;FUL,US-TX,22.759488849346095,36.62785815454229
12af228ef3a94144bc,DYS394,DYS,DYS394,-99.854599,32.42079926,ENG;PRT;FUL,US-TX,DYS395,-99.94803012,32.32669271,ENG;PRT;FUL,US-TX,8.48547288501859,13.656049099521203
5abf086e30c2458ab3,DYS394,DYS,DYS395,-99.94803012,32.32669271,ENG;PRT;FUL,US-TX,DYS396,-100.2435677,32.39497313,ENG;PRT;FUL,US-TX,17.88191581664373,28.778162831293592
a3016a7363f147e892,DYS394,DYS,DYS395,-99.94803012,32.32669271,ENG;PRT;FUL,US-TX,DYS394,-99.854599,32.42079926,ENG;PRT;FUL,US-TX,8.48547288501859,13.656049099521203
1186ba5b67384bbba8,SUX464,SUX,SUX465,-96.60859834,42.56185384,ENG;PRT;FUL,US-IA,SUX464,-96.38439941,42.40259933,ENG;PRT;FUL,US-IA,15.86146325948606,25.526558625178936
2f41afdcc59c4affb1,SUX464,SUX,SUX465,-96.60859834,42.56185384,ENG;PRT;FUL,US-IA,SUX466,-96.62714465,42.41587092,ENG;PRT;FUL,US-IA,10.130607755620678,16.303637851815868
dafd43d02e684a6991,SUX464,SUX,SUX464,-96.38439941,42.40259933,ENG;PRT;FUL,US-IA,SUX465,-96.60859834,42.56185384,ENG;PRT;FUL,US-IA,15.86146325948606,25.526558625178936
70f6b53379d9448095,SUX464,SUX,SUX464,-96.38439941,42.40259933,ENG;PRT;FUL,US-IA,SUX466,-96.62714465,42.41587092,ENG;PRT;FUL,US-IA,12.417501251515667,19.984037316700757
26177db657934d4497,SUX464,SUX,SUX466,-96.62714465,42.41587092,ENG;PRT;FUL,US-IA,SUX465,-96.60859834,42.56185384,ENG;PRT;FUL,US-IA,10.130607755620678,16.303637851815868
613cb07518a241d894,SUX464,SUX,SUX466,-96.62714465,42.41587092,ENG;PRT;FUL,US-IA,SUX464,-96.38439941,42.40259933,ENG;PRT;FUL,US-IA,12.417501251515667,19.984037316700757
2d545e19b03243dba2,AFW487,AFW,AFW487,-97.31880188,32.98759842,ENG;PRT;FUL,US-TX,AFW489,-96.59104161,32.52450206,ENG;PRT;FUL,US-TX,53.028235894343496,85.34069966951064
9529cb8062254f0985,AFW487,AFW,AFW487,-97.31880188,32.98759842,ENG;PRT;FUL,US-TX,AFW488,-96.84800328,32.66883711,ENG;PRT;FUL,US-TX,35.10296140565987,56.49275779793371
7b0dc04ad2cc46f89c,AFW487,AFW,AFW489,-96.59104161,32.52450206,ENG;PRT;FUL,US-TX,AFW487,-97.31880188,32.98759842,ENG;PRT;FUL,US-TX,53.028235894343496,85.34069966951064
2fd5f6ffa1d3435898,AFW487,AFW,AFW489,-96.59104161,32.52450206,ENG;PRT;FUL,US-TX,AFW488,-96.84800328,32.66883711,ENG;PRT;FUL,US-TX,17.977371864410944,28.93178449655833
159273419f8f42038e,AFW487,AFW,AFW488,-96.84800328,32.66883711,ENG;PRT;FUL,US-TX,AFW487,-97.31880188,32.98759842,ENG;PRT;FUL,US-TX,35.10296140565987,56.49275779793371
2fc893d123554f51bd,AFW487,AFW,AFW488,-96.84800328,32.66883711,ENG;PRT;FUL,US-TX,AFW489,-96.59104161,32.52450206,ENG;PRT;FUL,US-TX,17.977371864410944,28.93178449655833
82251e72cdea4ffc95,LUF471,LUF,LUF473,-112.44706950000001,33.68522032,ENG;PRT;FUL,US-AZ,LUF472,-112.35393490000001,33.50131163,ENG;PRT;FUL,US-AZ,13.791173113289462,22.19474856935625
de0aba1a79c84a7181,LUF471,LUF,LUF473,-112.44706950000001,33.68522032,ENG;PRT;FUL,US-AZ,LUF471,-112.38300320000002,33.53499985,ENG;PRT;FUL,US-AZ,11.014486812659792,17.726103749064233
d8b2ad8ce75642189e,LUF471,LUF,LUF472,-112.35393490000001,33.50131163,ENG;PRT;FUL,US-AZ,LUF473,-112.44706950000001,33.68522032,ENG;PRT;FUL,US-AZ,13.791173113289462,22.19474856935625
107537e929d941b1b6,LUF471,LUF,LUF472,-112.35393490000001,33.50131163,ENG;PRT;FUL,US-AZ,LUF471,-112.38300320000002,33.53499985,ENG;PRT;FUL,US-AZ,2.867338707665966,4.614535772776596
ce9fdeea02414755bb,LUF471,LUF,LUF471,-112.38300320000002,33.53499985,ENG;PRT;FUL,US-AZ,LUF473,-112.44706950000001,33.68522032,ENG;PRT;FUL,US-AZ,11.014486812659792,17.726103749064233
0fefdd85e38a45468b,LUF471,LUF,LUF471,-112.38300320000002,33.53499985,ENG;PRT;FUL,US-AZ,LUF472,-112.35393490000001,33.50131163,ENG;PRT;FUL,US-AZ,2.867338707665966,4.614535772776596
3860565af3484efbbd,MCI551,MCI,MCI553,-95.00721797,39.42710232,ENG;PRT;FUL,US-MO,MCI552,-95.00390367,39.30370779,ENG;PRT;FUL,US-MO,8.527573582401759,13.723803625212247
8e74ecb19abb4eebae,MCI551,MCI,MCI553,-95.00721797,39.42710232,ENG;PRT;FUL,US-MO,MCI551,-94.713898,39.2976,ENG;PRT;FUL,US-MO,18.043822107340933,29.03872582940133
97a7f82a5d9340dcb3,MCI551,MCI,MCI552,-95.00390367,39.30370779,ENG;PRT;FUL,US-MO,MCI553,-95.00721797,39.42710232,ENG;PRT;FUL,US-MO,8.527573582401759,13.723803625212247
e56834c4d9fa4f40ba,MCI551,MCI,MCI552,-95.00390367,39.30370779,ENG;PRT;FUL,US-MO,MCI551,-94.713898,39.2976,ENG;PRT;FUL,US-MO,15.51137436173437,24.96314498380898
6f8c63e89264414d8e,MCI551,MCI,MCI551,-94.713898,39.2976,ENG;PRT;FUL,US-MO,MCI553,-95.00721797,39.42710232,ENG;PRT;FUL,US-MO,18.043822107340933,29.03872582940133
f173f2dc443b4704bf,MCI551,MCI,MCI551,-94.713898,39.2976,ENG;PRT;FUL,US-MO,MCI552,-95.00390367,39.30370779,ENG;PRT;FUL,US-MO,15.51137436173437,24.96314498380898
656ddd7cf8e943c893,PHL69,PHL,PHL70,-75.14932977,39.85060462,ENG;PRT;FUL,US-PA,PHL71,-75.03989852,39.65569053,ENG;PRT;FUL,US-PA,14.668230935819585,23.606236750378734
0868b4d44a2e4e548e,PHL69,PHL,PHL70,-75.14932977,39.85060462,ENG;PRT;FUL,US-PA,PHL69,-75.2410965,39.87189865,ENG;PRT;FUL,US-PA,5.084456359126786,8.18264186633555
c8af9be4fd734000ad,PHL69,PHL,PHL71,-75.03989852,39.65569053,ENG;PRT;FUL,US-PA,PHL70,-75.14932977,39.85060462,ENG;PRT;FUL,US-PA,14.668230935819585,23.606236750378734
c5defa093dce4041ad,PHL69,PHL,PHL71,-75.03989852,39.65569053,ENG;PRT;FUL,US-PA,PHL69,-75.2410965,39.87189865,ENG;PRT;FUL,US-PA,18.367007595111172,29.55884261594309
8982cd7e3ee6464ab0,PHL69,PHL,PHL69,-75.2410965,39.87189865,ENG;PRT;FUL,US-PA,PHL70,-75.14932977,39.85060462,ENG;PRT;FUL,US-PA,5.084456359126786,8.18264186633555
4292780d9e1c4d4e9b,PHL69,PHL,PHL69,-75.2410965,39.87189865,ENG;PRT;FUL,US-PA,PHL71,-75.03989852,39.65569053,ENG;PRT;FUL,US-PA,18.367007595111172,29.55884261594309
91712286671c436a80,MHT596,MHT,MHT596,-71.435699,42.932598,ENG;PRT;FUL,US-NH,MHT597,-71.63386115,42.77897009,ENG;PRT;FUL,US-NH,14.608583576905003,23.51024360149573
9721dde075c64ae4a7,MHT596,MHT,MHT596,-71.435699,42.932598,ENG;PRT;FUL,US-NH,MHT598,-71.54511974,42.68392537,ENG;PRT;FUL,US-NH,18.054655415892338,29.056160354912507
b9f2fe737ae446549b,MHT596,MHT,MHT597,-71.63386115,42.77897009,ENG;PRT;FUL,US-NH,MHT596,-71.435699,42.932598,ENG;PRT;FUL,US-NH,14.608583576905003,23.51024360149573
31ccbdbe696042f384,MHT596,MHT,MHT597,-71.63386115,42.77897009,ENG;PRT;FUL,US-NH,MHT598,-71.54511974,42.68392537,ENG;PRT;FUL,US-NH,7.962981422169454,12.81518033858911
9b3335a200e546fd8e,MHT596,MHT,MHT598,-71.54511974,42.68392537,ENG;PRT;FUL,US-NH,MHT596,-71.435699,42.932598,ENG;PRT;FUL,US-NH,18.054655415892338,29.056160354912507
8be52be71f7845afb6,MHT596,MHT,MHT598,-71.54511974,42.68392537,ENG;PRT;FUL,US-NH,MHT597,-71.63386115,42.77897009,ENG;PRT;FUL,US-NH,7.962981422169454,12.81518033858911
c85cdbbec4a0444584,SEA569,SEA,SEA569,-122.308998,47.449001,ENG;PRT;FUL,US-WA,SEA571,-122.8237619,46.87898117,ENG;PRT;FUL,US-WA,46.21562339559524,74.37685922837602
c309482d9b2f48e081,SEA569,SEA,SEA569,-122.308998,47.449001,ENG;PRT;FUL,US-WA,SEA570,-122.7741741,47.36300374,ENG;PRT;FUL,US-WA,22.5495695072251,36.290025616298635
c4c437408ee04f7d84,SEA569,SEA,SEA571,-122.8237619,46.87898117,ENG;PRT;FUL,US-WA,SEA569,-122.308998,47.449001,ENG;PRT;FUL,US-WA,46.21562339559524,74.37685922837602
7522cfcb43ec47cdae,SEA569,SEA,SEA571,-122.8237619,46.87898117,ENG;PRT;FUL,US-WA,SEA570,-122.7741741,47.36300374,ENG;PRT;FUL,US-WA,33.52387895910295,53.95147015084861
63a6291a8cf940df8d,SEA569,SEA,SEA570,-122.7741741,47.36300374,ENG;PRT;FUL,US-WA,SEA569,-122.308998,47.449001,ENG;PRT;FUL,US-WA,22.5495695072251,36.290025616298635
172d353e0a0c492db5,SEA569,SEA,SEA570,-122.7741741,47.36300374,ENG;PRT;FUL,US-WA,SEA571,-122.8237619,46.87898117,ENG;PRT;FUL,US-WA,33.52387895910295,53.95147015084861
4648473ffdfe4d7783,STL94,STL,STL94,-90.370003,38.748697,ENG;PRT;FUL,US-MO,STL96,-90.28547696,38.27624869,ENG;PRT;FUL,US-MO,32.96132503173717,53.04612708307463
c32ebd221017498688,STL94,STL,STL94,-90.370003,38.748697,ENG;PRT;FUL,US-MO,STL95,-90.3143415,38.69862769,ENG;PRT;FUL,US-MO,4.57933494032481,7.369727490218904
39ce8e24dc4f44978c,STL94,STL,STL96,-90.28547696,38.27624869,ENG;PRT;FUL,US-MO,STL94,-90.370003,38.748697,ENG;PRT;FUL,US-MO,32.96132503173717,53.04612708307463
87713869a1484440b8,STL94,STL,STL96,-90.28547696,38.27624869,ENG;PRT;FUL,US-MO,STL95,-90.3143415,38.69862769,ENG;PRT;FUL,US-MO,29.225281355822197,47.033545749354566
8797b52668a14610bf,STL94,STL,STL95,-90.3143415,38.69862769,ENG;PRT;FUL,US-MO,STL94,-90.370003,38.748697,ENG;PRT;FUL,US-MO,4.57933494032481,7.369727490218904
c94569ae2d66468dac,STL94,STL,STL95,-90.3143415,38.69862769,ENG;PRT;FUL,US-MO,STL96,-90.28547696,38.27624869,ENG;PRT;FUL,US-MO,29.225281355822197,47.033545749354566
451642e03c934ecdbb,PBI375,PBI,PBI377,-79.53713221,26.86294896,ENG;PRT;FUL,US-FL,PBI376,-79.60999688,26.89405018,ENG;PRT;FUL,US-FL,4.978249178209339,8.011717924089375
e9f3521483664aaab4,PBI375,PBI,PBI377,-79.53713221,26.86294896,ENG;PRT;FUL,US-FL,PBI375,-80.09559631,26.68320084,ENG;PRT;FUL,US-FL,36.61984218006595,58.93394152618315
0c63926b0b2845b496,PBI375,PBI,PBI376,-79.60999688,26.89405018,ENG;PRT;FUL,US-FL,PBI377,-79.53713221,26.86294896,ENG;PRT;FUL,US-FL,4.978249178209339,8.011717924089375
58508183d01347c5ae,PBI375,PBI,PBI376,-79.60999688,26.89405018,ENG;PRT;FUL,US-FL,PBI375,-80.09559631,26.68320084,ENG;PRT;FUL,US-FL,33.305840530848364,53.60057120600795
5771943a790046a5a5,PBI375,PBI,PBI375,-80.09559631,26.68320084,ENG;PRT;FUL,US-FL,PBI377,-79.53713221,26.86294896,ENG;PRT;FUL,US-FL,36.61984218006595,58.93394152618315
